question_id,dimension,subdimension,question_text,target_year_level,response_scale
tw_099,teamwork,conflict_mediation,How comfortable are you with giving peer feedback?,3,1-5
tw_100,teamwork,conflict_mediation,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_101,teamwork,conflict_mediation,How confident are you in managing team deadlines?,1,1-5
tw_102,teamwork,conflict_mediation,How well do you perform in collaborative planning?,3,1-5
tw_103,teamwork,conflict_mediation,How often do you engage in group problem-solving?,1,1-5
tw_104,teamwork,conflict_mediation,How comfortable are you with team decision-making?,2,1-5
tw_105,teamwork,conflict_mediation,How effectively can you perform build team consensus?,2,1-5
tw_106,teamwork,team_leadership,How confident are you in facilitating team meetings?,2,1-5
tw_107,teamwork,team_leadership,How well do you perform in cross-functional collaboration?,2,1-5
tw_108,teamwork,team_leadership,How often do you engage in peer mentoring?,1,1-5
tw_109,teamwork,team_leadership,How comfortable are you with remote team coordination?,3,1-5
tw_110,teamwork,team_leadership,How effectively can you perform resolve team conflicts?,2,1-5
tw_111,teamwork,team_leadership,How confident are you in leading project discussions?,3,1-5
tw_112,teamwork,team_leadership,How well do you perform in knowledge sharing sessions?,2,1-5
tw_113,teamwork,team_leadership,How often do you engage in team building activities?,2,1-5
tw_114,teamwork,team_leadership,How comfortable are you with giving peer feedback?,3,1-5
tw_115,teamwork,team_leadership,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_116,teamwork,team_leadership,How confident are you in managing team deadlines?,2,1-5
tw_117,teamwork,team_leadership,How well do you perform in collaborative planning?,1,1-5
tw_118,teamwork,team_leadership,How often do you engage in group problem-solving?,3,1-5
tw_119,teamwork,team_leadership,How comfortable are you with team decision-making?,2,1-5
tw_120,teamwork,team_leadership,How effectively can you perform build team consensus?,3,1-5
tw_121,teamwork,peer_feedback,How confident are you in facilitating team meetings?,1,1-5
tw_122,teamwork,peer_feedback,How well do you perform in cross-functional collaboration?,3,1-5
tw_123,teamwork,peer_feedback,How often do you engage in peer mentoring?,2,1-5
tw_124,teamwork,peer_feedback,How comfortable are you with remote team coordination?,3,1-5
tw_125,teamwork,peer_feedback,How effectively can you perform resolve team conflicts?,2,1-5
tw_126,teamwork,peer_feedback,How confident are you in leading project discussions?,1,1-5
tw_127,teamwork,peer_feedback,How well do you perform in knowledge sharing sessions?,1,1-5
tw_128,teamwork,peer_feedback,How often do you engage in team building activities?,1,1-5
tw_129,teamwork,peer_feedback,How comfortable are you with giving peer feedback?,1,1-5
tw_130,teamwork,peer_feedback,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_131,teamwork,peer_feedback,How confident are you in managing team deadlines?,1,1-5
tw_132,teamwork,peer_feedback,How well do you perform in collaborative planning?,2,1-5
tw_133,teamwork,peer_feedback,How often do you engage in group problem-solving?,1,1-5
tw_134,teamwork,peer_feedback,How comfortable are you with team decision-making?,3,1-5
tw_135,teamwork,peer_feedback,How effectively can you perform build team consensus?,3,1-5
tw_136,teamwork,knowledge_sharing,How confident are you in facilitating team meetings?,2,1-5
tw_137,teamwork,knowledge_sharing,How well do you perform in cross-functional collaboration?,2,1-5
tw_138,teamwork,knowledge_sharing,How often do you engage in peer mentoring?,2,1-5
tw_139,teamwork,knowledge_sharing,How comfortable are you with remote team coordination?,1,1-5
tw_140,teamwork,knowledge_sharing,How effectively can you perform resolve team conflicts?,2,1-5
tw_141,teamwork,knowledge_sharing,How confident are you in leading project discussions?,3,1-5
tw_142,teamwork,knowledge_sharing,How well do you perform in knowledge sharing sessions?,1,1-5
tw_143,teamwork,knowledge_sharing,How often do you engage in team building activities?,1,1-5
tw_144,teamwork,knowledge_sharing,How comfortable are you with giving peer feedback?,3,1-5
tw_145,teamwork,knowledge_sharing,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_146,teamwork,knowledge_sharing,How confident are you in managing team deadlines?,1,1-5
tw_147,teamwork,knowledge_sharing,How well do you perform in collaborative planning?,2,1-5
tw_148,teamwork,knowledge_sharing,How often do you engage in group problem-solving?,3,1-5
tw_149,teamwork,knowledge_sharing,How comfortable are you with team decision-making?,1,1-5
tw_150,teamwork,knowledge_sharing,How effectively can you perform build team consensus?,3,1-5
tw_151,teamwork,cultural_sensitivity,How confident are you in facilitating team meetings?,3,1-5
tw_152,teamwork,cultural_sensitivity,How well do you perform in cross-functional collaboration?,3,1-5
tw_153,teamwork,cultural_sensitivity,How often do you engage in peer mentoring?,1,1-5
tw_154,teamwork,cultural_sensitivity,How comfortable are you with remote team coordination?,2,1-5
tw_155,teamwork,cultural_sensitivity,How effectively can you perform resolve team conflicts?,2,1-5
tw_156,teamwork,cultural_sensitivity,How confident are you in leading project discussions?,1,1-5
tw_157,teamwork,cultural_sensitivity,How well do you perform in knowledge sharing sessions?,3,1-5
tw_158,teamwork,cultural_sensitivity,How often do you engage in team building activities?,1,1-5
tw_159,teamwork,cultural_sensitivity,How comfortable are you with giving peer feedback?,3,1-5
tw_160,teamwork,cultural_sensitivity,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_161,teamwork,cultural_sensitivity,How confident are you in managing team deadlines?,2,1-5
tw_162,teamwork,cultural_sensitivity,How well do you perform in collaborative planning?,1,1-5
tw_163,teamwork,cultural_sensitivity,How often do you engage in group problem-solving?,3,1-5
tw_164,teamwork,cultural_sensitivity,How comfortable are you with team decision-making?,3,1-5
tw_165,teamwork,cultural_sensitivity,How effectively can you perform build team consensus?,3,1-5
tw_166,teamwork,meeting_facilitation,How confident are you in facilitating team meetings?,1,1-5
tw_167,teamwork,meeting_facilitation,How well do you perform in cross-functional collaboration?,2,1-5
tw_168,teamwork,meeting_facilitation,How often do you engage in peer mentoring?,3,1-5
tw_169,teamwork,meeting_facilitation,How comfortable are you with remote team coordination?,1,1-5
tw_170,teamwork,meeting_facilitation,How effectively can you perform resolve team conflicts?,3,1-5
tw_171,teamwork,meeting_facilitation,How confident are you in leading project discussions?,1,1-5
tw_172,teamwork,meeting_facilitation,How well do you perform in knowledge sharing sessions?,3,1-5
tw_173,teamwork,meeting_facilitation,How often do you engage in team building activities?,1,1-5
tw_174,teamwork,meeting_facilitation,How comfortable are you with giving peer feedback?,1,1-5
tw_175,teamwork,meeting_facilitation,How effectively can you perform coordinate multiple stakeholders?,3,1-5
tw_176,teamwork,meeting_facilitation,How confident are you in managing team deadlines?,3,1-5
tw_177,teamwork,meeting_facilitation,How well do you perform in collaborative planning?,1,1-5
tw_178,teamwork,meeting_facilitation,How often do you engage in group problem-solving?,2,1-5
tw_179,teamwork,meeting_facilitation,How comfortable are you with team decision-making?,1,1-5
tw_180,teamwork,meeting_facilitation,How effectively can you perform build team consensus?,1,1-5
tw_181,teamwork,consensus_building,How confident are you in facilitating team meetings?,2,1-5
tw_182,teamwork,consensus_building,How well do you perform in cross-functional collaboration?,3,1-5
tw_183,teamwork,consensus_building,How often do you engage in peer mentoring?,1,1-5
tw_184,teamwork,consensus_building,How comfortable are you with remote team coordination?,2,1-5
tw_185,teamwork,consensus_building,How effectively can you perform resolve team conflicts?,2,1-5
tw_186,teamwork,consensus_building,How confident are you in leading project discussions?,3,1-5
tw_187,teamwork,consensus_building,How well do you perform in knowledge sharing sessions?,1,1-5
tw_188,teamwork,consensus_building,How often do you engage in team building activities?,2,1-5
tw_189,teamwork,consensus_building,How comfortable are you with giving peer feedback?,3,1-5
tw_190,teamwork,consensus_building,How effectively can you perform coordinate multiple stakeholders?,3,1-5
tw_191,teamwork,consensus_building,How confident are you in managing team deadlines?,3,1-5
tw_192,teamwork,consensus_building,How well do you perform in collaborative planning?,2,1-5
tw_193,teamwork,consensus_building,How often do you engage in group problem-solving?,2,1-5
tw_194,teamwork,consensus_building,How comfortable are you with team decision-making?,2,1-5
tw_195,teamwork,consensus_building,How effectively can you perform build team consensus?,1,1-5
tw_196,teamwork,delegation,How confident are you in facilitating team meetings?,3,1-5
tw_197,teamwork,delegation,How well do you perform in cross-functional collaboration?,2,1-5
tw_198,teamwork,delegation,How often do you engage in peer mentoring?,2,1-5
tw_199,teamwork,delegation,How comfortable are you with remote team coordination?,1,1-5
tw_200,teamwork,delegation,How effectively can you perform resolve team conflicts?,3,1-5
tw_201,teamwork,delegation,How confident are you in leading project discussions?,3,1-5
tw_202,teamwork,delegation,How well do you perform in knowledge sharing sessions?,3,1-5
tw_203,teamwork,delegation,How often do you engage in team building activities?,2,1-5
tw_204,teamwork,delegation,How comfortable are you with giving peer feedback?,2,1-5
tw_205,teamwork,delegation,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_206,teamwork,delegation,How confident are you in managing team deadlines?,2,1-5
tw_207,teamwork,delegation,How well do you perform in collaborative planning?,1,1-5
tw_208,teamwork,delegation,How often do you engage in group problem-solving?,1,1-5
tw_209,teamwork,delegation,How comfortable are you with team decision-making?,3,1-5
tw_210,teamwork,delegation,How effectively can you perform build team consensus?,1,1-5
tw_211,teamwork,team_building,How confident are you in facilitating team meetings?,3,1-5
tw_212,teamwork,team_building,How well do you perform in cross-functional collaboration?,3,1-5
tw_213,teamwork,team_building,How often do you engage in peer mentoring?,2,1-5
tw_214,teamwork,team_building,How comfortable are you with remote team coordination?,3,1-5
tw_215,teamwork,team_building,How effectively can you perform resolve team conflicts?,3,1-5
tw_216,teamwork,team_building,How confident are you in leading project discussions?,1,1-5
tw_217,teamwork,team_building,How well do you perform in knowledge sharing sessions?,2,1-5
tw_218,teamwork,team_building,How often do you engage in team building activities?,1,1-5
tw_219,teamwork,team_building,How comfortable are you with giving peer feedback?,1,1-5
tw_220,teamwork,team_building,How effectively can you perform coordinate multiple stakeholders?,1,1-5
tw_221,teamwork,team_building,How confident are you in managing team deadlines?,1,1-5
tw_222,teamwork,team_building,How well do you perform in collaborative planning?,1,1-5
tw_223,teamwork,team_building,How often do you engage in group problem-solving?,3,1-5
tw_224,teamwork,team_building,How comfortable are you with team decision-making?,1,1-5
tw_225,teamwork,team_building,How effectively can you perform build team consensus?,2,1-5
tw_226,teamwork,collaborative_planning,How confident are you in facilitating team meetings?,1,1-5
tw_227,teamwork,collaborative_planning,How well do you perform in cross-functional collaboration?,2,1-5
tw_228,teamwork,collaborative_planning,How often do you engage in peer mentoring?,2,1-5
tw_229,teamwork,collaborative_planning,How comfortable are you with remote team coordination?,1,1-5
tw_230,teamwork,collaborative_planning,How effectively can you perform resolve team conflicts?,1,1-5
tw_231,teamwork,collaborative_planning,How confident are you in leading project discussions?,1,1-5
tw_232,teamwork,collaborative_planning,How well do you perform in knowledge sharing sessions?,2,1-5
tw_233,teamwork,collaborative_planning,How often do you engage in team building activities?,1,1-5
tw_234,teamwork,collaborative_planning,How comfortable are you with giving peer feedback?,3,1-5
tw_235,teamwork,collaborative_planning,How effectively can you perform coordinate multiple stakeholders?,3,1-5
tw_236,teamwork,collaborative_planning,How confident are you in managing team deadlines?,3,1-5
tw_237,teamwork,collaborative_planning,How well do you perform in collaborative planning?,1,1-5
tw_238,teamwork,collaborative_planning,How often do you engage in group problem-solving?,1,1-5
tw_239,teamwork,collaborative_planning,How comfortable are you with team decision-making?,3,1-5
tw_240,teamwork,collaborative_planning,How effectively can you perform build team consensus?,1,1-5
tw_241,teamwork,group_problem_solving,How confident are you in facilitating team meetings?,2,1-5
tw_242,teamwork,group_problem_solving,How well do you perform in cross-functional collaboration?,1,1-5
tw_243,teamwork,group_problem_solving,How often do you engage in peer mentoring?,1,1-5
tw_244,teamwork,group_problem_solving,How comfortable are you with remote team coordination?,2,1-5
tw_245,teamwork,group_problem_solving,How effectively can you perform resolve team conflicts?,1,1-5
tw_246,teamwork,group_problem_solving,How confident are you in leading project discussions?,1,1-5
tw_247,teamwork,group_problem_solving,How well do you perform in knowledge sharing sessions?,1,1-5
tw_248,teamwork,group_problem_solving,How often do you engage in team building activities?,3,1-5
tw_249,teamwork,group_problem_solving,How comfortable are you with giving peer feedback?,1,1-5
tw_250,teamwork,group_problem_solving,How effectively can you perform coordinate multiple stakeholders?,2,1-5
tw_251,teamwork,group_problem_solving,How confident are you in managing team deadlines?,3,1-5
tw_252,teamwork,group_problem_solving,How well do you perform in collaborative planning?,3,1-5
tw_253,teamwork,group_problem_solving,How often do you engage in group problem-solving?,3,1-5
tw_254,teamwork,group_problem_solving,How comfortable are you with team decision-making?,3,1-5
tw_255,teamwork,group_problem_solving,How effectively can you perform build team consensus?,3,1-5
